CÌ_digo.do.MunicÌ_pio,MunicÌ_pio,Estado,Ano.de.ReferÌ»ncia,Prestadores,ServiÌ_os,IN015_AE...Ìçndice.de.coleta.de.esgoto..percentual.,IN016_AE...Ìçndice.de.tratamento.de.esgoto..percentual.,IN021_AE...ExtensÌ£o.da.rede.de.esgoto.por.ligaÌ_Ì£o..m.lig.,IN024_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,indiceDeEsgotoTratadoReferidoAguaConsumidaPercentual,IN047_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.esgoto..percentual.,IN056_AE...Ìçndice.de.atendimento.total.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,IN059_AE...Ìçndice.de.consumo.de.energia.elÌ©trica.em.sistemas.de.esgotamento.sanitÌÁrio..kWh.m..,GEOCODIGO
291170,Guanambi,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA,ÌÅgua e Esgoto; Res SÌ_lidos,14.63,77.14,18.25,58.98,11.28,58.98,46.81,0.6,2911709
291185,HeliÌ_polis,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2911857
291190,IaÌ_u,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2911907
291200,IbiassucÌ»,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2912004
291220,Ibicoara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2912202
291240,Ibipeba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2912400
291250,Ibipitanga,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2912509
291260,Ibiquera,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2912608
291300,Ibitiara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,48.55,100,10.83,39.48,48.55,39.48,8.75,0.12,2913002
291310,IbititÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2913101
291320,Ibotirama,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,76.7,100,9.36,84.84,76.7,84.84,65.07,0,2913200
291330,Ichu,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2913309
291340,IgaporÌ£,BA,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2913408
291350,IguaÌ_,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA,ÌÅgua e Esgoto; Res SÌ_lidos,10.88,100,6.22,11.99,10.88,11.99,6.8,0.05,2913507
291370,Inhambupe,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29137040] SecretÌÁria de Infraestrutura ServiÌ_o PÌ_blico - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2913705
291380,IpecaetÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de IpecaetÌÁ - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2913804
291400,IpirÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra,ÌÅgua e Esgoto; Res SÌ_lidos,6.64,100,8.37,9.47,6.64,9.47,5.52,0.19,2914000
291410,Ipupiara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,71.42,100,16.49,67.77,71.42,67.77,43.64,0,2914109
291420,Irajuba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2914208
291430,Iramaia,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2914307
291440,Iraquara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2914406
291460,IrecÌ»,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÌàOS PÌ_BLICOS - SISP,ÌÅgua e Esgoto; Res SÌ_lidos,12.29,100,4.73,20.4,12.29,20.4,18.81,0.12,2914604
291470,Itaberaba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI,ÌÅgua e Esgoto; Res SÌ_lidos,9.79,100,5.65,16.04,9.79,16.04,12.62,0.12,2914703
291500,ItaetÌ©,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2915007
291510,Itagi,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2915106
291535,ItaguaÌ_u da Bahia,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2915353
291580,ItambÌ©,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,2.95,100,10.02,3.39,2.95,3.39,2.89,0.36,2915809
291640,Itapetinga,BA,2015,[29164011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI,ÌÅgua e Esgoto; Res SÌ_lidos,53.82,24.42,5.8,94.24,13.15,94.24,94.4,0,2916401
291650,Itapicuru,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2916500
291670,Itaquara,BA,2015,[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,10.57,100,0,100,60.02,0,2916708
291680,Itarantim,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2916807
291685,Itatim,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2916856
291690,ItiruÌ_u,BA,2015,[29169011] Prefeitura Municipal de ItiruÌ_u - PMI; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de ItiruÌ_u - PMI,Esgoto; ÌÅgua; Res SÌ_lidos,59.52,0,3.11,100,0,100,75.05,0,2916906
291700,ItiÌ_ba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI,ÌÅgua e Esgoto; Res SÌ_lidos,3.9,100,14.66,5.12,3.9,5.12,1.37,0.01,2917003
291710,ItororÌ_,BA,2015,[29171011] ServiÌ_os AutÌ«nomos de ÌÅgua e Esgotos - SAAE,ÌÅgua e Esgoto,34.14,0,7.32,95.9,0,95.9,87.17,0,2917102
291720,ItuaÌ_u,BA,2015,[29172011] Prefeitura Municipal de ItuaÌ_u - PMI; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,Esgoto; ÌÅgua,97.14,0,9.08,49.77,0,49.77,18.04,0,2917201
291733,IuiÌ_,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2917334
291740,Jacaraci,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2917409
291750,Jacobina,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29175040] Limpeza PÌ_blica de Jacobina - LIMPUJA,ÌÅgua e Esgoto; Res SÌ_lidos,3.95,100,8.4,7.01,3.95,7.01,4.94,0.58,2917508
291760,Jaguaquara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,39.39,100,16.83,41.89,39.39,41.89,31.9,0.06,2917607
291770,Jaguarari,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ,ÌÅgua e Esgoto; Res SÌ_lidos,46.41,100,6.79,51.35,46.41,51.35,28.11,1.31,2917706
291800,JequiÌ©,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,99.77,100,9.4,95.52,99.77,95.52,87.68,0.32,2918001
291810,Jeremoabo,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2918100
291835,JoÌ£o Dourado,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de JoÌ£o Dourado - PMJD,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2918357
291840,Juazeiro,BA,2015,[29184011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto de Juazeiro - SAAE,ÌÅgua e Esgoto,22.12,89.17,5.51,72.36,19.73,72.36,61.64,NA,2918407
291850,Jussara,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2918506
291860,Jussiape,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de AdministraÌ_Ì£o - SMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2918605
291870,Lafaiete Coutinho,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2918704
291875,Lagoa Real,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2918753
291900,Lajedinho,BA,2015,[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML,Esgoto; ÌÅgua; Res SÌ_lidos,49.74,0,14.08,76.37,0,76.37,24.16,0,2919009
291905,Lajedo do Tabocal,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2919058
291910,LamarÌ£o,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2919108
291915,LapÌ£o,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2919157
291930,LenÌ_Ì_is,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA,ÌÅgua e Esgoto; Res SÌ_lidos,65.91,100,5.47,57.17,65.91,57.17,44.32,0.02,2919306
291940,LicÌ_nio de Almeida,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2919405
291950,Livramento de Nossa Senhora,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2919504
291960,Macajuba,BA,2015,[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM,Esgoto; ÌÅgua; Res SÌ_lidos,76.86,0,8.05,99.99,0,99.99,61.18,NA,2919603
291970,Macarani,BA,2015,[29197011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2919702
291980,MacaÌ_bas,BA,2015,[29198011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de MacaÌ_bas - PMM,ÌÅgua; ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2919801
291990,MacururÌ©,BA,2015,[29199011] Prefeitura Municipal de MacururÌ© - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2919900
291995,Maetinga,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2919959
292000,Maiquinique,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2920007
292010,Mairi,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2920106
292020,Malhada,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2920205
292030,Malhada de Pedras,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2920304
292040,Manoel Vitorino,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2920403
292050,MaracÌÁs,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de MaracÌÁs - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2920502
292080,MarcionÌ_lio Souza,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÌàÌÄO - PMMS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2920809
292105,Matina,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2921054
292120,Miguel Calmon,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,20.3,100,12.16,28.02,20.3,28.02,17,0.47,2921203
292130,Milagres,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2921302
292140,Mirangaba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2921401
292145,Mirante,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2921450
292150,Monte Santo,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2921500
292160,MorparÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de MorparÌÁ - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2921609
292170,Morro do ChapÌ©u,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do ChapÌ©u - PMMC,ÌÅgua e Esgoto; Res SÌ_lidos,62.96,100,13.95,66.57,62.96,66.57,38.37,0.01,2921708
292180,Mortugaba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2921807
292190,MucugÌ»,BA,2015,[29219011] Prefeitura Municipal de MucugÌ» - PMM; [29219040] Prefeitura Municipal de MucugÌ» - PMM,ÌÅgua e Esgoto; Res SÌ_lidos,100,59.96,29.41,100,77.56,100,60.83,0,2921906
292205,Mulungu do Morro,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e ServiÌ_os PÌ_blicos - SECINSP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2922052
292210,Mundo Novo,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2922102
292225,MuquÌ©m de SÌ£o Francisco,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,52.89,100,12.35,93.45,52.89,93.45,11.67,0,2922250
292265,Nordestina,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2922656
292270,Nova CanaÌ£,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2922706
292273,Nova FÌÁtima,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2922730
292280,Nova Itarana,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2922805
292285,Nova RedenÌ_Ì£o,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2922854
292290,Nova Soure,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2922904
292303,Novo Horizonte,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2923035
292305,Novo Triunfo,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923050
292310,Olindina,BA,2015,[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÌàOS URBANOS - SESUR,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,8.26,72.82,0,72.82,37.29,0,2923100
292320,Oliveira dos Brejinhos,BA,2015,[29232011] Sistema AutÌ«nomo de ÌÅgua e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923209
292335,OurolÌ¢ndia,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2923357
292340,Palmas de Monte Alto,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923407
292350,Palmeiras,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,67.94,100,30.97,56.54,67.94,56.54,35.22,0.01,2923506
292360,Paramirim,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923605
292370,Paratinga,BA,2015,[29237040] Prefeitura Municipal de Paratinga - PMP,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923704
292380,Paripiranga,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2923803
292400,Paulo Afonso,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua e Esgoto,32.95,100,15.81,32.95,32.95,32.95,28.39,0.08,2924009
292405,PÌ© de Serra,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2924058
292420,Pedro Alexandre,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2924207
292430,PiatÌ£,BA,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2924306
292440,PilÌ£o Arcado,BA,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2924405
292450,PindaÌ_,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2924504
292460,PindobaÌ_u,BA,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2924603
292465,Pintadas,BA,2015,[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP,Esgoto; ÌÅgua; Res SÌ_lidos,44.67,77.78,13.51,86.55,34.74,86.55,48.87,0.16,2924652
292470,PiripÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de PiripÌÁ - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2924702
292480,Piritiba,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2924801
292490,Planaltino,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2924900
292500,Planalto,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2925006
292510,PoÌ_Ìµes,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2925105
292525,Ponto Novo,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2925253
292540,PotiraguÌÁ,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de PotiraguÌÁ - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2925402
292560,Presidente Dutra,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2925600
292570,Presidente JÌ¢nio Quadros,BA,2015,[29257011] Prefeitura Municipal de Presidente JÌ¢nio Quadros - PMPJQ; [29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÌâNIO QUADROS PREFEITURA - PMPJQ,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,25,0.02,0,0.02,68.3,0,2925709
292580,Queimadas,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2925808
292590,Quijingue,BA,2015,[29274000] Empresa Baiana de ÌÅguas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2925907
